,cell_class,coord_X,coord_Y
14387,L6 IT,0.37580103,-0.054597802
229807,L6 CT,0.16996278,0.06453133
187533,Oligo,0.06841883,0.32613617
12475,L6 CT,0.39435604,-0.02249736
29617,L2/3 IT,-0.3276822,-0.023175932
12722,Vip,-0.30466437,-0.10359729
12705,Endo,0.0069672987,-0.018627873
168365,Oligo,0.012275338,0.17020419
12677,L2/3 IT,0.012171879,-0.313842
29255,L4/5 IT,0.05340619,-0.17080486
275252,L4/5 IT,-0.2942101,0.1483823
186939,L5 IT,0.24090977,-0.32627988
27250,L2/3 IT,-0.41753995,0.06388173
27240,L4/5 IT,-0.15675445,0.018367223
156063,L6 IT,0.23732023,-0.052034978
168401,L5 IT,0.23283665,-0.2473987
12654,L5/6 NP,0.052149,0.074113995
182862,Micro,0.3925561,-0.075004116
234738,Endo,0.312232,-0.17101395
166991,Oligo,0.22414525,0.21664879
253400,Vip,0.13636644,-0.002570143
154337,L5 ET,-0.12536117,0.14823955
14274,L5 ET,-0.2213255,0.29605594
27117,Endo,-0.3474142,0.040245064
228984,L5 ET,-0.19397396,0.2368854
168536,L5 IT,0.17707054,-0.17450243
278104,L2/3 IT,0.13761674,-0.38066816
168571,L5 IT,-0.2831945,0.28509164
187524,Endo,0.122858465,-0.14389618
234201,Oligo,0.14854246,0.26305583
156164,Oligo,0.31819564,0.13542578
168588,L6 CT,0.02570108,0.15342385
14388,Pvalb,0.3346274,0.0076351687
154558,Endo,0.053371686,-0.15245908
156304,L5 IT,0.063136995,-0.13429222
278159,L6 IT,0.23646547,0.043394625
30162,L5 IT,0.032476846,0.1302467
30167,Oligo,-0.08998461,0.45971915
228803,Oligo,0.35129195,0.011548355
153704,Vip,-0.2299497,0.10691092
153701,SMC,-0.00044903532,-0.12565771
30178,L4/5 IT,-0.071831875,-0.22128516
30206,Oligo,0.022415314,0.4606965
26859,L6 IT,0.35008395,-0.18267089
166804,OPC,-0.45750356,-0.027239354
275052,L6 CT,0.15054892,0.043870598
30262,Pvalb,-0.23508118,0.025821745
11827,L4/5 IT,0.005353827,-0.20504948
11911,L5 ET,0.20421132,-0.2460509
247764,L6 CT,0.2695352,-0.01873675
251486,L4/5 IT,-0.3319284,0.25559747
169111,VLMC,-0.039970577,-0.37548637
30348,L4/5 IT,-0.07316687,-0.07289477
153603,L6b,0.090440184,0.28844085
166767,L5 IT,0.19659738,-0.20890945
30403,SMC,-0.22238953,-0.018657565
186812,L5/6 NP,0.29107377,-0.15226637
153579,Micro,0.10776073,-0.1882067
14549,L4/5 IT,-0.011207018,-0.14638546
11812,L4/5 IT,0.16187486,-0.29574454
11810,Vip,0.07812582,-0.114587046
166740,L6 CT,0.4312724,-0.056650877
234143,Endo,0.3832881,-0.19818318
278194,Peri,-0.04074961,0.40890086
153753,L2/3 IT,0.11012237,-0.3045033
247771,Endo,-0.15470245,0.025092743
153961,L6 IT,-0.016294556,0.25092712
275638,Micro,0.26738617,-0.12623379
187629,Endo,-0.09563713,-0.14762585
153953,Micro,-0.20444387,-0.21212605
168876,L6 CT,0.19697164,0.007888321
228889,Peri,-0.36983222,-0.033337675
186842,Astro,0.0031619035,-0.34700486
153931,L5 IT,0.061462644,0.050423115
228885,Astro,0.43869087,0.105529346
253345,Oligo,0.43269357,0.053571314
253763,Oligo,-0.20955516,-0.01566792
234903,Astro,-0.26145557,0.032908864
229851,Oligo,0.052915227,0.42119634
166878,L2/3 IT,-0.0129999,-0.27060118
29925,L4/5 IT,0.099384785,-0.19313794
168933,Endo,-0.036290675,0.068010986
26888,L6 IT,0.1431636,0.116038986
278184,L5 IT,0.14484783,-0.1120508
228853,L6 CT,0.26821658,0.11823592
11944,L6 CT,0.08385189,0.1540685
228831,L6 CT,0.18073867,0.09575546
30059,L5 ET,0.011298422,-0.011414936
30089,Astro,-0.18646772,-0.031012636
26866,Endo,-0.12886667,-0.16945028
26864,L2/3 IT,-0.32144815,-0.06533436
153762,Lamp5,-0.35267952,0.014081184
30107,L5/6 NP,0.2431805,-0.29854378
166900,L2/3 IT,-0.30183634,0.016581431
182598,Peri,-0.25845626,0.07139174
251235,L2/3 IT,-0.35370806,0.09069507
187418,L6 CT,0.3764779,-0.03287851
277962,VLMC,-0.21875612,-0.268547
28168,Vip,0.08707866,-0.35816637
155752,L6 CT,0.10222711,0.13558629
247913,L4/5 IT,0.05232874,-0.21300992
229390,L4/5 IT,-0.079759836,-0.08163394
167778,L5 IT,0.033495504,0.14085913
187153,L5 ET,-0.26647028,0.2979818
13242,L4/5 IT,-0.18076947,0.08934424
27727,L2/3 IT,-0.4381233,0.09682845
229561,L4/5 IT,-0.23813236,0.11518357
234493,L2/3 IT,0.16273391,-0.39143667
27696,L4/5 IT,0.025929425,-0.18580112
229402,L6 IT,0.2939939,0.0173085
155244,Oligo,-0.08049543,-0.18090943
155218,L2/3 IT,-0.38170648,-0.024323113
251430,Endo,0.10636239,0.29765925
28272,Oligo,0.06686689,0.31232777
155206,L2/3 IT,-0.0188326,-0.3186173
183045,Oligo,0.027896237,0.08544353
183039,L2/3 IT,-0.31759137,0.005219586
183256,Astro,-0.01491379,0.37620366
183270,L4/5 IT,0.15069614,-0.21899009
155152,Micro,0.24219124,-0.05325824
240871,OPC,-0.087557584,0.4375014
155142,Sst,0.12639266,0.0105178915
167942,Lamp5,-0.38726375,-0.07970157
167835,L2/3 IT,-0.0845339,-0.19428521
234443,L6 CT,0.076480895,0.27625424
167717,Pvalb,0.076955825,0.22883275
167652,L6 IT,-0.00736,0.14814076
229532,PVM,-0.14489515,-0.25620282
277928,OPC,0.18711047,-0.213314
13676,L6 CT,0.11703114,0.017328072
234349,Endo,-0.14727353,-0.13067085
13603,Astro,0.33737704,-0.18970394
253480,Sst,0.20350957,-0.1128339
229498,L2/3 IT,-0.19027881,-0.17841655
13785,Oligo,0.03623436,-0.18420118
27963,Vip,0.116280004,-0.3849396
183151,L4/5 IT,-0.2775796,0.115161486
13513,L6 IT,0.38952377,-0.07520527
27985,L5 IT,0.18182859,0.077118896
187047,L5 IT,0.21190222,-0.029542016
167586,Endo,-0.06467074,-0.21578637
167365,L6 IT,0.006901305,0.32317924
275450,L6 CT,-0.14904785,0.3228963
28031,L4/5 IT,-0.20239852,-0.06703765
229446,L2/3 IT,-0.22120373,-0.07782656
167606,L2/3 IT,-0.27490905,-0.14307195
13471,Astro,-0.3764788,-0.11133195
183131,L4/5 IT,-0.1955764,0.13410124
247911,Sst,0.21130838,-0.3723888
155451,Oligo,-0.06616278,-0.079186894
155443,L6 CT,0.28378594,-0.06358589
13823,L4/5 IT,-0.011848219,-0.21393183
229420,L2/3 IT,-0.3312442,0.0077123307
183128,L2/3 IT,-0.06050586,-0.23097152
234535,Astro,0.22532491,0.28895772
275264,SMC,-0.30208072,0.15240377
27651,L6 CT,0.00060418993,0.14197263
155100,Endo,-0.09851891,0.2556185
12946,Astro,0.15979558,-0.02261595
14058,L4/5 IT,-0.20445344,0.011408459
28897,L4/5 IT,0.08803365,-0.22967917
251259,L6 CT,0.23276024,-0.09231847
154762,L2/3 IT,-0.33931014,-0.07311221
275311,L6 CT,-0.012428075,0.243429
187368,L4/5 IT,-0.17860909,-0.05220861
229196,L6 CT,0.3588694,0.06161782
183291,L2/3 IT,-0.3087863,0.069930315
168340,L5 IT,-0.30640385,0.29578066
14200,Oligo,-0.07163553,0.16778287
186962,Pvalb,-0.01282268,0.16203669
12947,Oligo,0.11790943,-0.23721477
12886,L6 CT,0.42059356,-0.15886393
154633,L6 CT,-0.018746084,0.26617447
275277,L2/3 IT,-0.14841515,-0.22406706
154629,L2/3 IT,-0.31915852,-0.06919218
167052,Lamp5,-0.40827885,0.07252526
154615,L4/5 IT,-0.12130779,-0.0789851
14210,L2/3 IT,-0.23952888,-0.14956734
12868,L6 CT,0.17170216,0.20131072
187407,L2/3 IT,0.14889237,-0.46302646
12835,Oligo,0.08556953,0.31944042
182910,L5 IT,0.09965612,-0.07206997
29149,Micro,-0.30841058,0.13465074
229683,L6 CT,0.2912521,0.08556972
155951,L2/3 IT,0.09058656,-0.33653688
234593,Astro,0.08096367,-0.0848675
154868,L6 CT,0.18924373,0.12386886
277883,L5 IT,0.26090693,-0.31963423
13125,L6 IT,-0.05375334,0.39069694
155073,Endo,0.37948346,-0.011602521
187006,L5 IT,0.25692973,-0.19564283
13110,L4/5 IT,0.043238092,-0.27496025
277991,Oligo,0.019992385,0.4192994
168058,Vip,-0.04756096,-0.19107872
229310,L6 CT,0.30137724,-0.060625628
27500,L2/3 IT,0.027779657,-0.29542938
13951,Astro,0.44140804,0.08103683
155828,OPC,0.04026692,-0.36956817
27453,L5 IT,-0.06940265,0.2974961
13032,L4/5 IT,0.120977,-0.26695305
155034,Endo,-0.22696131,-0.14934474
229303,L4/5 IT,-0.228823,0.010926623
155020,L2/3 IT,0.036362942,-0.33616826
155842,PVM,-0.00052759796,-0.38535756
27442,L5 IT,0.21729796,0.022957955
28519,Micro,0.15836436,0.037287094
182973,Oligo,-0.2602376,0.24697775
27405,Astro,0.023262192,0.12951955
28648,SMC,0.19505148,-0.52383447
28662,L4/5 IT,0.17132667,-0.4321552
154920,L6 CT,0.14189462,0.053068526
28707,L2/3 IT,0.17406225,-0.37559873
275343,L6 CT,0.28852776,0.10255351
275341,VLMC,-0.31955618,-0.18597725
28765,L2/3 IT,-0.36542645,0.0051585473
187240,L2/3 IT,0.05249958,-0.32641077
274985,OPC,-0.120998815,0.29575765
26828,Endo,0.33431393,-0.18518439
153541,Oligo,0.22268687,0.23257902
31984,L6 CT,-0.09574093,0.46445915
233930,VLMC,-0.32644242,-0.18164173
31989,L4/5 IT,-0.0050331317,-0.20015916
166255,Pvalb,-0.051998608,0.2836577
247677,Oligo,0.25609583,0.19302112
152218,OPC,0.08986077,-0.41947332
182236,Oligo,-0.23595142,0.22277963
152208,L4/5 IT,-0.26991114,0.13938016
32014,PVM,-0.12835322,-0.24365586
235514,L4/5 IT,-0.2884178,0.11958297
32042,L4/5 IT,0.070089415,-0.23030275
152166,L5 IT,-0.15211216,0.25760373
278451,L6 CT,0.1356564,0.16442996
10371,Astro,-0.4155247,-0.06508308
182207,L6 CT,-0.0733942,0.40773958
152157,Pvalb,-0.035479553,0.38623327
15053,L6 CT,0.3059285,-0.12732634
230221,L6 CT,0.07811019,0.15802547
25926,L2/3 IT,-0.34367603,0.019623633
233915,L6 IT,0.100065306,0.12938997
278495,L2/3 IT,-0.2107767,-0.08546001
233909,OPC,-0.059725855,-0.030513545
240688,Micro,0.044485446,-0.021590041
10228,Pvalb,0.19202662,0.13538134
230236,L6 IT,0.052301336,-0.026427735
32075,L4/5 IT,-0.21198285,0.055383705
170367,VLMC,-0.20596735,-0.27717572
31979,L6 CT,0.06634614,0.24267396
275812,Astro,0.28877357,0.009226181
275811,L6 CT,0.38992247,-0.08992654
166357,L5 ET,-0.07653056,0.0639655
170012,Oligo,0.40760332,-0.01720943
253979,Pvalb,0.12369348,-0.08865555
157008,VLMC,-0.33873332,-0.1511209
31538,Astro,0.25114283,0.18345791
170055,VLMC,-0.38969073,-0.100687906
31566,OPC,-0.35877684,-0.13801533
10705,SMC,-0.028433885,-0.31625077
170098,L2/3 IT,-0.37550673,0.058966972
250932,Astro,-0.36320123,-0.05452481
31628,L6 IT,0.24356453,-0.042434905
152434,Oligo,-0.05069535,0.41251814
14996,L5 ET,-0.19477083,0.28557575
31712,L5 ET,0.1925146,-0.16239995
228374,L4/5 IT,-0.13751855,-0.032278225
31728,L2/3 IT,0.09414129,-0.30015716
152319,Endo,0.2632006,-0.23478171
10623,L6 CT,-0.11434613,0.34204218
157098,Endo,-0.13547194,0.19097692
230151,Oligo,-0.023119288,-0.13273126
170165,Endo,-0.1262424,-0.3171423
14999,L4/5 IT,-0.27745852,0.019603923
170168,OPC,-0.32629225,-0.13088757
183550,L6 CT,0.2871136,0.026078057
157142,VLMC,0.23363863,0.21025506
182252,L4/5 IT,-0.003298428,-0.111394644
10535,L5 IT,0.07740903,-0.0035574846
183577,L6 CT,0.12741405,0.21602583
186612,Endo,-0.028325148,-0.1818383
32086,L2/3 IT,-0.4226117,0.032303844
32091,Endo,0.40187195,-0.08863464
230322,L6 CT,0.11248897,0.027686588
9691,Endo,-0.2621166,-0.10762447
151861,L5 IT,-0.14297085,0.2942402
32261,L6 IT,0.39650017,-0.18929377
157375,L2/3 IT,-0.22394104,-0.17059016
15142,L2/3 IT,-0.17313424,-0.23882595
251639,OPC,0.090222895,0.4080968
32276,L6 IT,0.19339111,-0.03241577
32301,Astro,-0.06950492,0.26483235
254109,Oligo,-0.1868203,0.27159697
32348,PVM,-0.26668203,0.16678101
230335,L4/5 IT,-0.056833558,-0.05999321
25745,L6b,0.2832083,0.13108462
151778,L2/3 IT,-0.17755614,-0.11463065
254122,L2/3 IT,-0.43193692,0.08066213
170697,L6 IT,0.009448566,0.24220577
170705,L5 IT,0.09064862,-0.121295914
170707,L6 CT,0.4525024,-0.08313933
15248,L4/5 IT,-0.117348194,-0.09791375
157464,L6b,-0.04849484,0.4388342
9669,L6 IT,0.31807336,-0.23070884
32474,L5 IT,-0.21312645,0.3395021
32485,Endo,0.25034204,0.02283429
170725,Astro,-0.025767928,-0.30992702
251649,Astro,0.3644561,0.04068531
32516,L6 IT,0.3803889,-0.07703793
254119,Oligo,0.092095286,0.31128812
32231,Oligo,0.05585428,0.4188887
235688,Endo,-0.0487349,-0.14685762
151916,Astro,0.24957336,0.19480076
25837,VLMC,-0.44372004,-0.065601684
32092,L5 IT,-0.18514687,0.3250014
228251,L6 CT,0.23187704,-0.0016431175
10179,L2/3 IT,0.0729083,-0.2999871
152093,Astro,0.10413994,0.08127221
10113,Oligo,0.32297304,0.20117891
182164,L6b,0.32900557,0.083147526
10081,L6 CT,0.19506945,-0.021553827
278531,L2/3 IT,-0.37098506,-0.01257311
32129,L2/3 IT,-0.29338276,0.039647788
170494,Oligo,0.08345659,0.40297323
32158,Peri,0.2953581,-0.25544673
254066,L4/5 IT,0.10060355,-0.20798063
157351,L4/5 IT,-0.14006673,-0.008156557
151976,L2/3 IT,-0.398407,-0.015828708
9924,Endo,0.2251995,0.1491257
32176,L5 IT,0.004006289,0.12642846
274700,L5 ET,0.120557785,-0.1526834
235644,Oligo,-0.050514784,0.45916638
228213,Astro,0.00348055,-0.18524957
162242,L2/3 IT,0.1899774,-0.37092164
182103,L4/5 IT,0.14118426,-0.26037237
9862,OPC,-0.023645384,-0.16711211
228209,L4/5 IT,-0.11910419,-0.06701119
15115,L4/5 IT,-0.24333955,0.12927255
233877,L6 IT,0.2273025,-0.010468539
278573,L5 IT,-0.06627646,0.12616378
247663,OPC,0.34390223,-0.15157004
152547,L6 CT,0.43593952,-0.056040004
188087,Astro,0.37561625,-0.13677874
152561,Astro,0.18285371,0.19725293
30708,L6 IT,0.42633218,-0.1682587
11594,L6 IT,-0.01756872,0.1535415
166648,L2/3 IT,-0.39345586,0.13364208
169474,L5 ET,0.1922731,-0.10203687
153227,Oligo,0.44203448,0.06474675
11581,L4/5 IT,-0.11706321,-0.042441037
169487,L4/5 IT,-0.13065957,0.008514281
169524,L2/3 IT,0.112356305,-0.3593461
240985,OPC,0.19513662,0.088545054
26704,Astro,0.102170885,0.2631378
30849,L2/3 IT,-0.16534615,-0.21755028
169555,Sst,0.058576953,-0.2820284
228654,L4/5 IT,-0.13695088,0.024152655
30912,L4/5 IT,-0.19271143,-0.03507611
30974,L4/5 IT,0.0023501776,-0.14787462
166598,L5 IT,0.12782319,-0.0033097286
11512,L4/5 IT,-0.15745685,-0.030129308
156572,Astro,-0.24339004,0.1150539
26647,Oligo,0.041888814,0.20541862
26525,L2/3 IT,-0.43735778,0.04184994
153095,OPC,0.043316502,0.08184838
11486,Peri,-0.16655725,0.17536941
228591,Endo,-0.044020493,0.018284328
14690,L2/3 IT,-0.03703506,-0.244634
153061,L2/3 IT,-0.31874716,-0.08064817
156650,L2/3 IT,-0.4490145,0.05390054
26695,L4/5 IT,0.16485797,-0.24221495
11595,L6 CT,0.039243106,0.30757356
30699,L5 IT,-0.24100837,0.20078921
153280,Pvalb,-0.18651634,-0.18590805
153530,Astro,-0.060125742,-0.039981995
274977,L2/3 IT,0.040099133,-0.32117125
234116,Endo,-0.2016807,0.046997413
30553,Astro,0.26894072,0.07382182
253320,PVM,0.3555,0.021804828
187810,Endo,-0.03292173,-0.35623443
153424,L6 CT,-0.06775247,0.4093824
166681,Astro,0.037454326,-0.35114372
30597,Peri,0.25527108,-0.31307444
228697,L6 CT,-0.036184654,0.27340212
183415,L6 IT,-0.093453124,0.2952211
169260,L2/3 IT,-0.3702534,0.08459242
14597,Pvalb,0.15996638,0.0027394183
153354,SMC,0.20143002,-0.52430576
166659,Oligo,0.067018285,0.2972059
169330,VLMC,-0.29779872,-0.19950426
235114,L2/3 IT,0.1540662,-0.3745175
153332,Oligo,0.014550392,0.40399337
239847,L2/3 IT,-0.36248708,0.1134621
30662,L5 IT,0.17310116,-0.07503471
11635,Oligo,0.40874064,0.03184276
14605,L6 CT,0.28891987,0.036176667
187855,L6 CT,0.34197184,0.0020640288
229913,Micro,-0.25242415,0.09608471
234081,L2/3 IT,-0.16082746,-0.12015825
235146,L2/3 IT,-0.21815415,-0.15123102
169461,L5 IT,-0.03352391,0.14184695
31046,L4/5 IT,-0.08649756,-0.16910502
166556,L2/3 IT,0.16305359,-0.36119428
239830,L4/5 IT,-0.054302134,-0.05837305
14735,L5 ET,0.28868166,-0.21281034
169806,Micro,-0.35636345,0.09731277
152704,Oligo,0.053480197,0.3088095
31281,Endo,0.044667866,-0.18908903
152691,L4/5 IT,0.15184884,-0.26823914
228493,Oligo,0.1603579,0.2906167
230062,PVM,0.078513,-0.4343534
31300,L2/3 IT,-0.34741208,0.050548732
253220,PVM,0.35977504,0.035566367
156957,PVM,0.036668394,0.31557742
31310,L6 CT,0.22878744,-0.060637698
182409,L2/3 IT,-0.372519,0.090847805
248791,Oligo,-0.009050429,0.2543409
11130,L6 CT,0.023448545,0.272839
169839,L4/5 IT,-0.25250068,0.035161465
31344,L5 IT,0.12619123,0.06499219
11117,Endo,0.12109351,-0.08306429
186628,L6 IT,0.14043157,0.16034648
182381,PVM,-0.12087719,0.31962848
14900,L5 IT,0.265264,-0.30044937
11073,Oligo,0.055025455,0.39169955
188065,Endo,-0.0793075,-0.04597997
11008,L6 CT,0.13578124,0.030909147
10894,L6b,0.42743215,0.008137103
152587,L5 IT,0.15520929,0.121364065
10871,L5 IT,0.06208081,0.02063324
169975,L2/3 IT,0.18871884,-0.34077272
274810,Endo,-0.20262994,0.2633524
31266,L4/5 IT,-0.19068953,-0.05698116
237038,Micro,0.11445679,0.41535547
253939,L4/5 IT,-0.26266772,0.059220195
182432,L4/5 IT,-0.24031001,0.17344218
14808,L5 ET,0.14589277,-0.07705733
14829,L5/6 NP,-0.2289001,0.23617914
228572,L6 IT,0.4498502,-0.113393754
156756,L5 IT,-0.30869484,0.28542694
11397,L6 CT,0.26843908,0.07979768
156768,L5 ET,-0.023897275,0.045620047
152983,Endo,-0.2192434,0.07325106
152964,Astro,0.24267547,0.19275141
152955,L4/5 IT,-0.1400971,-0.07509707
156777,L2/3 IT,-0.3260353,-0.093318745
187965,L4/5 IT,0.110054284,-0.2764393
230010,Astro,-0.13946962,-0.2240229
169650,Pvalb,-0.05544037,0.2339448
169663,Oligo,-0.20115921,-0.036754802
169695,L4/5 IT,0.03431459,-0.19194931
182470,L4/5 IT,-0.15627457,-0.09151968
156802,L2/3 IT,0.112155855,-0.34258422
26409,L5 IT,0.21929382,-0.23771909
187991,Endo,0.15897173,-0.44766042
169709,Micro,0.11584382,0.25642326
166482,L5 ET,0.008274201,0.017530248
152881,Astro,-0.12006429,0.3136946
152868,Oligo,0.36702612,0.109839775
234016,Oligo,0.43858364,-0.048784144
169711,L4/5 IT,0.014798958,-0.14074755
152850,L6 CT,0.09719092,0.22690704
14863,PVM,0.40690488,-0.050931584
235295,L4/5 IT,-0.12136501,0.0067061298
147860,L5 IT,0.14565931,-0.04745033
167461,L4/5 IT,0.035509635,-0.2806819
3276,L2/3 IT,-0.013162211,-0.31865683
179377,L4/5 IT,-0.25188923,0.058439963
142649,L6 CT,-0.10448422,0.27958944
43041,L4/5 IT,0.05829529,-0.2048451
237840,L2/3 IT,-0.14885923,-0.18209559
160662,Oligo,-0.3247627,-0.078944676
1223,Oligo,0.16145109,0.23977363
3538,L2/3 IT,-0.031479675,-0.28907937
40246,Peri,0.1740206,0.12262314
160670,L5/6 NP,-0.2745469,0.27177557
178443,L6 CT,0.3576265,0.0115334205
40132,L6 CT,0.16381836,0.030353956
185128,Astro,0.4338741,-0.19211915
273285,Endo,0.16353059,-0.19391537
232752,Peri,-0.37856272,0.027516466
162595,L5/6 NP,-0.13922301,0.22603065
43029,L5 ET,-0.08049642,0.09616778
40347,L4/5 IT,-0.111144274,-0.12594536
145036,L4/5 IT,-0.015779402,-0.1281921
21940,Oligo,-0.13946737,0.21417305
40417,Astro,0.44597897,-0.18601623
160732,L2/3 IT,0.14146203,-0.37323615
276519,L5/6 NP,0.042492222,0.10192963
180083,L6 CT,0.310626,-0.062213894
21906,Peri,-0.09443621,0.4584596
145161,Oligo,0.33275205,-0.22813737
190613,L6 CT,0.07138038,0.26841435
142592,Astro,0.38430485,0.08602861
3644,L5 IT,-0.0731387,0.037074976
22028,L4/5 IT,-0.2613992,0.19723904
19800,Micro,0.13299476,-0.0200366
43131,PVM,0.16230468,-0.12252946
225453,Astro,-0.3784203,-0.081074625
163504,L5 ET,-0.020513121,0.02898458
176122,L4/5 IT,-0.05451076,-0.1706217
145306,L6 IT,-0.1726826,0.36969864
3600,L6 CT,-0.08400968,0.32359514
247215,L5 IT,0.043988917,-0.001023408
237821,L4/5 IT,0.18514621,-0.28390872
22008,L2/3 IT,-0.2822229,0.04333047
43114,Peri,-0.025977295,-0.064888924
279767,Astro,0.44955778,0.03381232
39955,L6 CT,-0.056345657,0.3313041
255357,L4/5 IT,-0.29986668,0.26496994
43079,L5 IT,0.22005485,-0.23254329
176185,L5 IT,0.24565865,-0.13677286
3571,L2/3 IT,-0.3476852,-0.01584993
225417,L4/5 IT,0.061714817,-0.23377377
145166,Sst,-0.1843743,0.2605044
247222,L4/5 IT,0.114583194,-0.22182283
190550,L4/5 IT,0.14218532,-0.29372537
3417,Astro,-0.106799036,0.16929364
180056,L4/5 IT,-0.32588267,0.25618866
19086,VLMC,-0.1436606,-0.3073154
3144,L5 IT,-0.013333041,-0.08503626
238639,Pvalb,-0.01619495,0.22171238
3137,Astro,-0.5208458,0.018969834
1393,L5 IT,2.1990389e-05,-0.06704305
163446,L4/5 IT,-0.05911234,-0.10476228
40659,Oligo,-0.14585555,0.15534204
40678,L5 ET,0.11187874,-0.09131678
273211,Astro,0.30500352,0.17041919
184805,L2/3 IT,-0.24552135,-0.1363984
19698,L5 IT,0.30943963,-0.26314995
42845,Endo,-0.25350654,0.089482576
255730,Oligo,0.31076595,0.15230533
1405,L4/5 IT,-0.15833849,0.022103526
162605,L6 CT,0.06528361,0.20960987
176594,L5 IT,-0.22952455,0.3019974
179995,L2/3 IT,0.05997165,-0.27714574
144693,L2/3 IT,-0.12362589,-0.21759614
176604,L2/3 IT,0.019677851,-0.31355774
232499,L5/6 NP,-0.08262907,0.137362
279840,Endo,-0.124649405,-0.108418286
224405,Pvalb,-0.09463622,-0.12896276
163426,L6 CT,0.12478414,0.16310805
225314,Endo,0.069025815,-0.27109966
176526,Peri,0.016777955,0.13358963
3265,L5 ET,0.09893218,-0.13427268
237875,L5 IT,0.09265533,0.13771424
19064,L2/3 IT,-0.20970255,-0.15557244
249478,L5 IT,-0.012103222,-0.044800587
21905,L5/6 NP,-0.18917318,0.2838459
1316,L2/3 IT,0.15560056,-0.39627546
144963,L4/5 IT,-0.04822343,-0.15399365
44211,Endo,0.029480245,-0.35805702
144960,Endo,-0.09621929,-0.10226407
40508,Astro,-0.016743341,-0.35355958
249165,Micro,0.15040436,0.21729589
19075,Astro,-0.038206674,-0.1596688
163478,L6b,0.08288683,0.28479546
40534,Micro,-0.23531711,0.28072697
21856,L6 CT,0.011956461,0.24924389
3395,L5 IT,-0.18419246,0.18071523
40542,L6 CT,-0.02009323,0.2353825
273234,Oligo,0.1960217,0.027666986
252081,L5 IT,0.27380636,-0.29856575
144832,Astro,-0.25199327,-0.22593608
226474,L6 CT,0.25860697,0.12766367
40604,OPC,-0.016139254,-0.335317
239264,L5 ET,0.17151515,-0.14291023
232730,L6 CT,0.23066927,0.13414529
3075,L2/3 IT,0.122508705,-0.34846732
176063,L6b,0.10360931,0.26599932
225467,L6 IT,0.024852905,0.1380238
273408,L6 CT,0.16448803,0.19359732
255220,Oligo,0.18841062,0.083831556
2005,L6 CT,0.30146465,-0.12424618
39562,PVM,0.026805144,0.32720822
273407,L2/3 IT,-0.2664724,-0.044778906
3802,L5 IT,0.20944197,-0.22762093
255791,Pvalb,-0.18626037,0.009320375
3797,L6 CT,0.15970461,0.16087979
231604,PVM,0.08948684,0.4567987
255231,L6b,0.41541806,0.037678197
277153,L6 CT,0.36019433,-0.15431076
145730,Micro,0.25661415,0.050661504
145689,L5 IT,-0.19978382,0.19217646
145685,L4/5 IT,-0.0867979,-0.12044202
22118,L6 CT,-0.19901352,0.34016022
252671,L2/3 IT,-0.17935932,-0.17459407
277145,OPC,0.2834357,0.13652232
1029,L4/5 IT,0.14421707,-0.22467682
231610,Endo,0.31609175,-0.06548281
3771,Oligo,0.11848861,0.37877935
241498,L5 ET,0.22945262,-0.28915346
224214,L5 IT,0.11943114,-0.1750167
232806,L5 IT,0.09474538,-0.11114139
20898,L5 IT,-0.093636766,0.001347864
3887,L2/3 IT,0.031016212,-0.28372434
231592,Endo,0.09173101,-0.21679682
39262,L5 IT,-0.064365424,0.15342867
178624,L4/5 IT,-0.30818403,0.18566895
225670,L6 IT,0.09775761,0.2566531
160321,PVM,-0.22527243,0.03425675
3964,L4/5 IT,0.13117619,-0.2686236
273442,L4/5 IT,0.22570188,-0.27784765
163744,L6 CT,0.012153119,0.26573744
43575,L6 CT,0.25325543,-0.020533381
43570,L5 ET,0.059651423,-0.030098176
175664,Oligo,0.42969114,0.101034306
249941,L2/3 IT,-0.34154308,0.070883505
22218,L4/5 IT,0.08331433,-0.18298572
39465,OPC,0.10320324,0.03703051
180325,L4/5 IT,-0.2318929,0.12350804
175707,Endo,0.12166567,0.005551748
277167,L5 ET,-0.10004459,0.113374
232819,L4/5 IT,0.038809616,-0.22392952
22148,OPC,-0.00698559,0.2818144
990,L6 CT,0.19589214,0.098474555
178595,Sst,-0.21431693,0.21002594
237697,L2/3 IT,-0.3365049,-0.008982878
161804,L6 IT,0.37628895,-0.16277927
255207,Endo,0.03146438,0.19747686
39904,L2/3 IT,-0.36598152,0.102512784
180255,Pvalb,-0.20716584,0.122484095
175786,Endo,0.15604703,0.132332
241509,L6 CT,0.02186985,0.07740458
43295,Oligo,-0.19255027,0.25345272
22064,L5 IT,0.0013089627,0.10057155
252637,L6 CT,0.36664292,0.026522536
22054,L6 CT,0.2609748,0.11119025
142507,Astro,-0.4258956,0.060866043
237779,Endo,0.15093824,-0.15847382
241511,L5 IT,-0.09779787,0.13877225
160549,Astro,0.41366023,0.13133231
249131,Astro,-0.13797452,0.22329679
232762,L5 IT,-0.31465995,0.29369396
18975,L6b,0.18683925,0.19588602
184514,Endo,0.24686001,0.16426763
19861,L4/5 IT,-0.17809756,-0.015330715
272739,L5 ET,0.25491738,-0.13824663
176046,L4/5 IT,-0.012058731,-0.19114143
178523,L6 CT,0.35518858,-0.08914714
19853,L4/5 IT,-0.33000007,0.2404927
191428,L2/3 IT,-0.44616085,0.06641887
